商品名称,价格(单位:元),月销量,图片,二级类目,一级类目
金霸王 碱性电池 AA 5号 1.5V 十二粒装,29.5,0,https://img30.360buyimg.com/n1//jfs/t1/63841/5/5108/165157/5d3675f5E565c11c3/fa6e95a7cfb01aa7.jpg,居家日用,日用百货
金霸王 碱性电池 AAA 7号 1.5V 十二粒装,29.5,0,https://img30.360buyimg.com/n1//jfs/t1/73500/27/5219/155644/5d3675f5Eb8b32c0a/63a3c9ab59c1e933.jpg,居家日用,日用百货
金霸王 AA碱性电池 5号 1.5V 六粒装,15.5,0,https://img30.360buyimg.com/n1//jfs/t1/70936/6/4779/64489/5d300af8E52f5e5d7/1d7abba4352145fa.jpg,居家日用,日用百货
金霸王 AAA碱性电池 7号 1.5V 六粒装,15.9,0,https://img30.360buyimg.com/n1//jfs/t1/53883/3/5733/68530/5d3675f2E717d650f/5015c97bed9cd9b0.jpg,居家日用,日用百货
苏泊尔 火红点钛金刚无油烟炒锅 32cm PC32HA3,579,0,https://img30.360buyimg.com/n1//jfs/t1/54227/31/8640/72769/5d5f8306Ecf3e4c82/114bfa4869eb6947.jpg,居家日用,日用百货
苏泊尔 芯铁真不锈炒锅 钢玻盖 32cm CC32AA2,639,0,https://img30.360buyimg.com/n1//jfs/t1/80169/30/8032/51311/5d5f8301Eef2c6d77/e29ecc7fa7563e86.jpg,居家日用,日用百货
商品名称,价格(单位:元),月销量,图片,二级类目,一级类目
妙洁 食品用PE保鲜膜 30cm*50m,9.8,44,https://img30.360buyimg.com/n1//jfs/t1/31077/29/7671/58455/5c98b181E978b1b10/b7b1596bfb8d896a.jpg,一次性用品,日用百货
妙洁 厚实小号垃圾袋 40*45cm*40只*3卷,13.5,28,https://img30.360buyimg.com/n1//jfs/t30451/319/527507848/193580/4efb73d3/5bf65b48Nce3689ce.jpg,一次性用品,日用百货
惠宜 点断式保鲜膜 30cm*30m*2卷 168g,9.8,2,https://img30.360buyimg.com/n1//jfs/t1/9448/6/15156/52281/5c73d83bE1305c801/7c8135e9d9b5459f.jpg,一次性用品,日用百货
商品名称,价格(单位:元),月销量,图片,二级类目,一级类目
南孚 碱性电池 5号 4粒装,8.6,18,https://img30.360buyimg.com/n1//jfs/t1/69575/37/1320/197945/5cf8c8f6E2b6f6c1e/f2613675e8ffec2e.jpg,电池插座,日用百货
南孚 碱性电池 7号 10粒装,19.5,15,https://img30.360buyimg.com/n1//jfs/t1/62029/1/5726/137497/5d3e57f1E152fa135/cf472423e1a204b0.jpg,电池插座,日用百货
南孚 碱性电池 5号 10粒装,19.5,15,https://img30.360buyimg.com/n1//jfs/t1/61805/27/5886/136829/5d3e57f0Ed2bfc840/081583080aa9887f.jpg,电池插座,日用百货
飞利浦 四位延长线插座 250V,37.8,6,https://img30.360buyimg.com/n1//jfs/t1/80956/2/7979/71812/5d5f8312E8f87175a/3e8944ab1a685381.jpg,电池插座,日用百货
商品名称,价格(单位:元),月销量,图片,二级类目,一级类目
宝丽姿 长款风雨衣 蓝色 均码,19.9,2,https://img30.360buyimg.com/n1//jfs/t1/47440/13/8622/133832/5d5f82b5E9ff99ac6/72b4bdb845c72608.jpg,雨具,日用百货
天堂 银胶三折晴雨伞 57cm*8k 336T 颜色随机发送,29.9,3,https://img30.360buyimg.com/n1//jfs/t1/71087/24/7848/96131/5d5f827cEfe2ea74a/f629700f23fb2d33.jpg,雨具,日用百货
天堂 隐格三折晴雨伞 57cm*8k,24.9,4,https://img30.360buyimg.com/n1//jfs/t1/83336/13/6204/96039/5d5f8276Eafb0f2be/28788a5997647e0f.jpg,雨具,日用百货
