商品名称,价格(单位:元),月销量,图片,二级类目,一级类目
恒都 鲜牛腩 约300g,35.8,36,https://img30.360buyimg.com/n1//jfs/t25156/238/2349572935/80770/5bdb4735/5be4065dN99cb5a8c.jpg,牛羊肉,肉蛋家禽
【秒杀】冻牛肩 约300g,23.82,43,https://img30.360buyimg.com/n1//jfs/t1/81761/40/9250/201799/5d6f2908Ee7bc4934/f76c1dfdd977564e.jpg,牛羊肉,肉蛋家禽
福润生 金钱肚 120g,19.9,1,https://img30.360buyimg.com/n1//jfs/t1/65911/7/11121/132599/5d89791bE5132aa8c/053b156e8aeb2ea6.jpg,牛羊肉,肉蛋家禽
恒都 鲜牛腱 约300g,37.8,11,https://img30.360buyimg.com/n1//jfs/t24685/188/2404601914/89941/c31ee64a/5be4065cN0f414ac8.jpg,牛羊肉,肉蛋家禽
惠宜 内蒙古羔羊肉片 250g,21.8,13,https://img30.360buyimg.com/n1//jfs/t1/46861/29/10965/116129/5d7eef88Ea495bdb5/fae9da789c34013f.jpg,牛羊肉,肉蛋家禽
福润生 黑千层 120g,19.8,3,https://img30.360buyimg.com/n1//jfs/t1/48656/19/11682/149054/5d89791bE4332f86e/617233b47e5f1619.jpg,牛羊肉,肉蛋家禽
恒都 澳大利亚进口 澳洲原切西冷牛排T 150g,22.8,2,https://img30.360buyimg.com/n1//jfs/t1/65712/34/5898/106875/5d3fb39eE4316470a/82ec9866ddd793ae.jpg,牛羊肉,肉蛋家禽
鲜牛腩 约500g,59.8,1,https://img30.360buyimg.com/n1//jfs/t1/42060/14/11096/85593/5d491f24E4e00c2ce/c794ef420360dead.jpg,牛羊肉,肉蛋家禽
恒都 鲜牛肩 约300g,35.8,4,https://img30.360buyimg.com/n1//jfs/t1/83084/34/6507/58522/5d4921fcE5edadf1a/b679b81ba02f2c33.jpg,牛羊肉,肉蛋家禽
恒都 精选羊肉卷 500g,53.8,2,https://img30.360buyimg.com/n1//jfs/t1/59524/14/10396/63375/5d7eef9fE1f69bc63/964ec53fc83132cd.jpg,牛羊肉,肉蛋家禽
恒都 精选羊肉卷 350g,39.9,2,https://img30.360buyimg.com/n1//jfs/t1/72576/6/10429/95087/5d7eefa8E3e397c60/6718879d23834d2d.jpg,牛羊肉,肉蛋家禽
恒都 肥牛卷 500g,53.8,4,https://img30.360buyimg.com/n1//jfs/t1/50676/23/10889/100736/5d7eef9fEbc6a541c/f9f966f0d781a8b6.jpg,牛羊肉,肉蛋家禽
进口 冻牛腱 约500g,47.04,2,https://img30.360buyimg.com/n1//jfs/t1/72104/30/7947/213749/5d5e890bEe1f2fb6a/ec9897d4f3af70f8.jpg,牛羊肉,肉蛋家禽
大黄瓜条 约500g,72.8,0,https://img30.360buyimg.com/n1//jfs/t1/39447/35/13436/73376/5d47dbc4E234d0db0/84430139d7993ab5.jpg,牛羊肉,肉蛋家禽
鲜牛肩肉 约300g,29.88,0,https://img30.360buyimg.com/n1//jfs/t1/81628/21/6368/73049/5d478d64E603fa92a/f696c736a0910186.jpg,牛羊肉,肉蛋家禽
永昌顺 羊肉片 680g（肉620g+蘸料60g）,79.8,1,https://img30.360buyimg.com/n1//jfs/t1/82646/24/12644/105107/5da01061E12d08ef2/91a622046c98310f.jpg,牛羊肉,肉蛋家禽
商品名称,价格(单位:元),月销量,图片,二级类目,一级类目
冻鸡大胸 约500g,10.9,854,https://img30.360buyimg.com/n1//jfs/t1/66504/19/9205/108358/5d6f2909E990113d0/a73fcab1f9b7aa3a.jpg,家禽,肉蛋家禽
冻鸡翅根 约500g,11.9,279,https://img30.360buyimg.com/n1//jfs/t1/72126/22/9243/191818/5d6f2906Eb38ae501/278ba63a350dfdfe.jpg,家禽,肉蛋家禽
【秒杀】冻琵琶腿 约500g,11.85,459,https://img30.360buyimg.com/n1//jfs/t1/80731/16/9644/123613/5d732c34Ed916b4ec/e4ef38cd39b75699.jpg,家禽,肉蛋家禽
冻鸡中翅 约500g,25.65,107,https://img30.360buyimg.com/n1//jfs/t1/67220/19/9243/170025/5d6f2906E551740ab/4c2530e3ebd76a3e.jpg,家禽,肉蛋家禽
冻鸡爪 约500g,16.28,99,https://img30.360buyimg.com/n1//jfs/t1/70145/8/9102/151321/5d6f2906E970e7945/2070b3c7c3f1f7cc.jpg,家禽,肉蛋家禽
湘佳 仔水鸭 1kg,29.8,29,https://img30.360buyimg.com/n1//jfs/t27811/140/1206417878/49883/efddb4c4/5bc436a1Nb21d9bd2.jpg,家禽,肉蛋家禽
福润生 鸭肠 120g,25.8,14,https://img30.360buyimg.com/n1//jfs/t1/45417/17/11467/124942/5d885c96Ef8de0695/f2f12e9f29970cd8.jpg,家禽,肉蛋家禽
中润长江 冰鲜鸡全腿 500g,23,18,https://img30.360buyimg.com/n1//jfs/t28696/178/129138729/125979/c6bf2830/5be8dc3bN87cac97d.jpg,家禽,肉蛋家禽
中润长江 冰鲜鸡大胸 400g,19.9,16,https://img30.360buyimg.com/n1//jfs/t27364/294/1666316675/100475/cbbd8039/5be8dc3bN90ec4022.jpg,家禽,肉蛋家禽
福润生 去骨鸭掌 120g,25.8,6,https://img30.360buyimg.com/n1//jfs/t1/69176/2/11289/139401/5d89791bE904ae66d/f4fcf37d60c774f5.jpg,家禽,肉蛋家禽
中润长江 冰鲜鸡翅中 400g,39.9,3,https://img30.360buyimg.com/n1//jfs/t1/15321/3/11922/140091/5c949d56Ecad44741/f53585cde00080e5.jpg,家禽,肉蛋家禽
湘佳 鲜鸡翅根 1kg,45.8,5,https://img30.360buyimg.com/n1//jfs/t1/11502/40/12778/94165/5c949d9aEc18d7285/063fbabe6792c8b8.jpg,家禽,肉蛋家禽
湘佳 鲜鸡腿 1kg,45.8,8,https://img30.360buyimg.com/n1//jfs/t27496/128/1217877278/91331/d05c33da/5bc436b5Ne4a211c3.jpg,家禽,肉蛋家禽
湘佳 鲜鸡翅中 约1kg,91.8,1,https://img30.360buyimg.com/n1//jfs/t1/80589/25/7930/41841/5d5d2604E7ec583ac/c9248ca1b54b9f12.jpg,家禽,肉蛋家禽
包装冻鸭胗 约500g,16.77,2,https://img30.360buyimg.com/n1//jfs/t1/45772/7/6883/116404/5d47dba9E24b3a6b1/ac9c89373ea74ecf.jpg,家禽,肉蛋家禽
商品名称,价格(单位:元),月销量,图片,二级类目,一级类目
大牧汗 黑椒味秘制牛排 130g,9.9,52,https://img30.360buyimg.com/n1//jfs/t1/49602/25/3592/142532/5d158e96Ed48b07fa/a35f7d0de15b2e38.jpg,速冻肉/调味肉,肉蛋家禽
潮香村 美式西冷牛排 246g（牛排90g*2+黑椒调味酱25g*2+黄油包8g*2),28.8,46,https://img30.360buyimg.com/n1//jfs/t1/70650/6/3111/211954/5d158e39E1d26d513/cc1a1e7e1b893458.jpg,速冻肉/调味肉,肉蛋家禽
科尔沁 澳洲原味牛排 138g,9.9,78,https://img30.360buyimg.com/n1//jfs/t1/68381/24/11222/132123/5d897941Eae726a7b/795477cf6588fdca.jpg,速冻肉/调味肉,肉蛋家禽
科尔沁 澳洲黑椒牛排 138g,9.9,112,https://img30.360buyimg.com/n1//jfs/t1/56305/32/11602/109250/5d89791bEb54080d8/f0d35e9b0f9a8951.jpg,速冻肉/调味肉,肉蛋家禽
圣农 藤椒味盐酥鸡 280g,10.8,32,https://img30.360buyimg.com/n1//jfs/t1/61060/28/11261/75765/5d897936E58a8330a/98a0f9e24ed63b5a.jpg,速冻肉/调味肉,肉蛋家禽
圣农 黑椒味鸡块 500g,12.8,28,https://img30.360buyimg.com/n1//jfs/t1/53057/11/9576/130177/5d6f2907E5f187e60/676c9e06fa46bc26.jpg,速冻肉/调味肉,肉蛋家禽
加沛 椒味菲力牛排 160g,26.8,12,https://img30.360buyimg.com/n1//jfs/t1/49725/14/3549/139214/5d158e49Ef63c4fbe/3a23bb0c413b91bb.jpg,速冻肉/调味肉,肉蛋家禽
海霸王 围炉火锅饺（燕饺、虾味虾、香菇风味饺） 315g,19.6,3,https://img30.360buyimg.com/n1//jfs/t1/65981/3/10331/89581/5d7eef82E269bf5c7/5be8399d4ba6f614.jpg,速冻肉/调味肉,肉蛋家禽
顶诺（DNUO） 乖小宝黑椒味小小牛排 128g (新旧包装随机发货）,12.9,12,https://img30.360buyimg.com/n1//jfs/t1/55486/37/9720/135409/5d70cef5E00c36106/67933efa362d0800.jpg,速冻肉/调味肉,肉蛋家禽
AMUJI/阿牧吉 家庭牛排 300g（3片装）,32.8,14,https://img30.360buyimg.com/n1//jfs/t1/58235/18/11389/243177/5d897937E3fc16ce4/18078325f131bc09.jpg,速冻肉/调味肉,肉蛋家禽
圣农 川香鸡柳 280g,7.7,10,https://img30.360buyimg.com/n1//jfs/t1/81592/19/11186/77235/5d897936E40d21e76/b2764838de336684.jpg,速冻肉/调味肉,肉蛋家禽
永昌顺 特惠羊排肉片 480g,49.8,3,https://img30.360buyimg.com/n1//jfs/t1/43923/4/15075/133047/5d7eef77E5e687903/cc0d219cad1a8d5d.jpg,速冻肉/调味肉,肉蛋家禽
圣农 4度°柠檬味调理鸡胸肉 101g,13.8,2,https://img30.360buyimg.com/n1//jfs/t1/80880/16/11307/71297/5d897936Eaa4820ab/d4b0925b0d8f7167.jpg,速冻肉/调味肉,肉蛋家禽
圣农 4度°黑椒味调理鸡胸肉组合装 169g,13.8,1,https://img30.360buyimg.com/n1//jfs/t1/79140/16/11182/76360/5d897935E8963c284/b62115e961e0ee59.jpg,速冻肉/调味肉,肉蛋家禽
顶诺 黑椒味沙朗牛排(牛排130g+调味油10g+黑椒酱60g) 200g,26.8,6,https://img30.360buyimg.com/n1//jfs/t1/34696/9/11594/149811/5d158e95Ef7993126/d1112a3354648bdf.jpg,速冻肉/调味肉,肉蛋家禽
顶诺 黑椒味上脑牛排(牛排130g+调味油10g+黑椒酱60g) 200g,37.8,5,https://img30.360buyimg.com/n1//jfs/t1/33380/11/14855/156979/5d158e95E65110816/eb41a1e4af6828ed.jpg,速冻肉/调味肉,肉蛋家禽
泰森 熟制鸡胸条（原味）150g,13.8,9,https://img30.360buyimg.com/n1//jfs/t1/73174/22/9257/138727/5d6f2908E2d7b05ea/b3cfb6100375f5bc.jpg,速冻肉/调味肉,肉蛋家禽
泰森 田园香辣鸡米花 350g,13.8,5,https://img30.360buyimg.com/n1//jfs/t1/55464/35/9415/117320/5d6f290bEca380fe3/3762d77c508368b2.jpg,速冻肉/调味肉,肉蛋家禽
福润生 牛肉片 280g,29.8,3,https://img30.360buyimg.com/n1//jfs/t1/61444/17/10459/178923/5d7eef9fEe11de655/726110aeca502710.jpg,速冻肉/调味肉,肉蛋家禽
福润生 羊肉片 280g,29.8,1,https://img30.360buyimg.com/n1//jfs/t1/66602/30/10274/173922/5d7eef9fE0dca604b/668c70bbd67bd61a.jpg,速冻肉/调味肉,肉蛋家禽
圣农 鸡肉洋葱圈 400g,14.8,2,https://img30.360buyimg.com/n1//jfs/t1/72822/25/8504/69923/5d64a12bEa33fc1a7/927394816ec6311a.jpg,速冻肉/调味肉,肉蛋家禽
大牧汗 原味羔羊肉串 218g,33.8,2,https://img30.360buyimg.com/n1//jfs/t1/3008/6/8143/115827/5ba86f38E52b0fb84/1e6785ec42c4a92b.jpg,速冻肉/调味肉,肉蛋家禽
科尔沁 黑椒菲力牛排 170g,43.8,1,https://img30.360buyimg.com/n1//jfs/t1/68561/38/8612/79391/5d67b866Eda1cfa99/bb0a48411616d90a.jpg,速冻肉/调味肉,肉蛋家禽
科尔沁 黑椒外脊牛排 170g,43.8,1,https://img30.360buyimg.com/n1//jfs/t1/50823/8/9148/118212/5d67b865E03a20017/1ccd41adab2a5c01.jpg,速冻肉/调味肉,肉蛋家禽
加沛 儿童牛排（番茄味+蘑菇味） 190g,37.8,3,https://img30.360buyimg.com/n1//jfs/t1/55687/12/3568/182217/5d158e5fE65db03d4/99f384cd658c13e3.jpg,速冻肉/调味肉,肉蛋家禽
潮香村 黑椒西冷牛排 黑椒调味酱 125g,17.9,1,https://img30.360buyimg.com/n1//jfs/t1/80530/16/4520/40532/5d2c42bfEfcde5c20/9897b9a7b2fda7fa.jpg,速冻肉/调味肉,肉蛋家禽
永昌顺 肥牛肉片 680g,79.8,2,https://img30.360buyimg.com/n1//jfs/t1/80472/9/12674/104301/5da01061E3a391d95/85c2f182f10d7fd7.jpg,速冻肉/调味肉,肉蛋家禽
加沛 黑椒牛排 160g,37.8,1,https://img30.360buyimg.com/n1//jfs/t1/84371/8/3533/175347/5d158e49E5801f669/22b6e322902e884f.jpg,速冻肉/调味肉,肉蛋家禽
潮香村 家庭系列西冷牛排 183g（牛排150g+黑椒调味酱25g+黄油包8g）,30.5,3,https://img30.360buyimg.com/n1//jfs/t1/34484/16/3188/220183/5cb7e2b2Ef966bce5/d562ab1b48c725ff.jpg,速冻肉/调味肉,肉蛋家禽
科尔沁 黑椒牛排 约150g,36.8,5,https://img30.360buyimg.com/n1//jfs/t1/66412/31/11538/167861/5d89791eEa4c1e4b1/5cdf6687f55a2d14.jpg,速冻肉/调味肉,肉蛋家禽
科尔沁 黑椒菲力牛排 150g/袋+牛排调味油10g/袋+黑胡椒牛排酱10g/袋,36.8,3,https://img30.360buyimg.com/n1//jfs/t1/66654/25/11234/169116/5d89791bE2de2ca4a/308c8a707ce6c370.jpg,速冻肉/调味肉,肉蛋家禽
惠之园 草原羊肉卷 700g （羊肉卷600g 火锅底料100g）,66.8,0,https://img30.360buyimg.com/n1//jfs/t1/47483/30/10738/112104/5d7eef94Ef67e3637/9220eab7bf157a7c.jpg,速冻肉/调味肉,肉蛋家禽
商品名称,价格(单位:元),月销量,图片,二级类目,一级类目
海欣 鱼皮豆腐 320g,8.8,207,https://img30.360buyimg.com/n1//jfs/t1/79336/16/9920/168111/5d78b7feEc73d357e/781818c7af1b017d.jpg,火锅类,肉蛋家禽
海欣 脆鱼蛋 320g,8.8,109,https://img30.360buyimg.com/n1//jfs/t1/55983/37/9752/139023/5d6f5e76Ebfb50842/c0cab981c6b35fa0.jpg,火锅类,肉蛋家禽
海欣 虾味球 320g,8.8,118,https://img30.360buyimg.com/n1//jfs/t1/76385/7/9923/169266/5d78b7feEd4f5616a/59fddcf176a7c87e.jpg,火锅类,肉蛋家禽
福润生 毛肚 120g,21.8,66,https://img30.360buyimg.com/n1//jfs/t1/54324/3/10485/130711/5d78b7ffE55de8891/5874f6fae49816d3.jpg,火锅类,肉蛋家禽
惠宜 内蒙古肥牛肉片 约380g 新旧包装随机发货,32.8,47,https://img30.360buyimg.com/n1//jfs/t1/84376/18/10276/188841/5d7eef8aE03fe02d8/69cd4095091ea18b.jpg,火锅类,肉蛋家禽
海霸王 蟹味棒 500g,19.6,14,https://img30.360buyimg.com/n1//jfs/t1/77832/38/10385/174000/5d7eef85E47f57973/2d1f0b7cea5ae960.jpg,火锅类,肉蛋家禽
蒙乡情 火锅羊肉片 450g,39.8,23,https://img30.360buyimg.com/n1//jfs/t1/55420/13/10943/97807/5d7eefacE7f3d98b7/3e580b26ed4afad5.jpg,火锅类,肉蛋家禽
福润生 牛黄喉 120g,19.8,11,https://img30.360buyimg.com/n1//jfs/t1/48653/10/10931/85383/5d7eef9fEb2913fc8/673fe466c5e89309.jpg,火锅类,肉蛋家禽
潮和兴 墨鱼丸（生制冻结品） 300g,28.6,1,https://img30.360buyimg.com/n1//jfs/t1/81180/15/11077/85592/5d89716dE89d6eec5/90fae7d5bfaa130c.jpg,火锅类,肉蛋家禽
鱼极 虾滑 200g,26.8,3,https://img30.360buyimg.com/n1//jfs/t1/76625/20/11102/95273/5d897937Ee037589e/80b40739879e21cf.jpg,火锅类,肉蛋家禽
潮和兴 牛筋丸（生制冻结品） 450g,26.8,7,https://img30.360buyimg.com/n1//jfs/t1/47646/15/10935/126516/5d7eef9aE7d7e57da/a74b6a6146ec254e.jpg,火锅类,肉蛋家禽
晟月斋 澳洲牛肉切片 750g,49.9,6,https://img30.360buyimg.com/n1//jfs/t1/71137/11/11302/91614/5d897930E882c74d4/0fcbc8504d8d1e94.jpg,火锅类,肉蛋家禽
鱼极 蟹膏宝（仿蟹风味包馅鱼丸）120g,14.8,6,https://img30.360buyimg.com/n1//jfs/t1/63464/17/11019/107767/5d881bd0E3d61039c/647be910e420bd0d.jpg,火锅类,肉蛋家禽
鱼极 芝士宝 120g,14.8,3,https://img30.360buyimg.com/n1//jfs/t1/63858/22/10987/95439/5d881bcfEf8acc573/4bda84b1d5b2d920.jpg,火锅类,肉蛋家禽
惠宜 墨鱼风味鱼丸 250g,6.9,11,https://img30.360buyimg.com/n1//jfs/t1/57014/4/11680/126237/5d8979d1Ea27a29f7/e5b0d956fd9344ac.jpg,火锅类,肉蛋家禽
惠宜 包心鱼丸 250g,6.9,11,https://img30.360buyimg.com/n1//jfs/t1/50064/39/11638/127869/5d8979d1E422742bf/2e24bac4bb9d90f2.jpg,火锅类,肉蛋家禽
惠宜 撒尿肉丸 250g,6.9,15,https://img30.360buyimg.com/n1//jfs/t1/45624/34/11718/154077/5d8979d1E1404ff50/8163277baca42f01.jpg,火锅类,肉蛋家禽
蒙乡情 火锅牛肉片 450g,39.8,21,https://img30.360buyimg.com/n1//jfs/t1/71885/35/10296/71944/5d7eefa1E2a33f6c6/12d81f5ceaac9ba6.jpg,火锅类,肉蛋家禽
海欣 牛肉丸（潮汕风味） 250g,21.8,17,https://img30.360buyimg.com/n1//jfs/t1/52725/26/10950/173936/5d7eef9fE94e2a69a/1e7e999456795c37.jpg,火锅类,肉蛋家禽
惠宜 内蒙古羔羊肉片 约380g （新旧包装随机发货）,32.8,13,https://img30.360buyimg.com/n1//jfs/t1/53515/30/10956/256075/5d7eef8aE77677706/3e63faab608986f5.jpg,火锅类,肉蛋家禽
永昌顺 特惠肥牛肉片 480g,49.8,4,https://img30.360buyimg.com/n1//jfs/t1/82368/21/10325/132081/5d7eef76Ea1c40b84/2196ab289183dd38.jpg,火锅类,肉蛋家禽
海天下 芝士虾滑 150g,24.8,3,https://img30.360buyimg.com/n1//jfs/t1/75879/26/12571/76012/5d9db8bbEd5ed13b7/1e94efc159e7f7c3.jpg,火锅类,肉蛋家禽
惠宜 台式香菇贡丸 250g,6.9,10,https://img30.360buyimg.com/n1//jfs/t1/41878/14/15904/155079/5d8979d1E1fccfc9e/6ce841bf76e9d357.jpg,火锅类,肉蛋家禽
安井 散装火锅丸 1kg 霞迷饺/鱼丸/鱼豆腐/贡丸/撒尿肉丸/海参丸/仿墨鱼丸 随机配送,23.8,5,https://img30.360buyimg.com/n1//jfs/t1/68699/6/10472/141999/5d7eefaeEc0e50b20/7380ec61b3756d7f.jpg,火锅类,肉蛋家禽
海欣 牛筋丸（潮汕风味） 250g,21.8,3,https://img30.360buyimg.com/n1//jfs/t1/84484/39/10386/130607/5d7eef96Ea8d6d8cb/e0df683970099380.jpg,火锅类,肉蛋家禽
鱼极（yuji） 撒尿牛肉丸 120g,17.8,1,https://img30.360buyimg.com/n1//jfs/t1/59765/8/11688/136272/5d905948E48291e43/54e01f1a0af3b87d.jpg,火锅类,肉蛋家禽
潮尚 开心鱼丸 300g,29.8,1,https://img30.360buyimg.com/n1//jfs/t1/79020/13/10411/90696/5d7eef88E8e6395f6/3883fefdec2aca89.jpg,火锅类,肉蛋家禽
潮尚/CHAO SHANG 手打牛筋丸 300g,29.8,5,https://img30.360buyimg.com/n1//jfs/t1/65694/38/10503/140904/5d7eef76E6e316cc0/58776a49b8df57d0.jpg,火锅类,肉蛋家禽
潮尚/CHAO SHANG 手打牛肉丸 300g,29.8,2,https://img30.360buyimg.com/n1//jfs/t1/83610/27/8500/138509/5d7eef7dE89b6cdec/18fcfa1c0071fb87.jpg,火锅类,肉蛋家禽
鱼极 鳕鱼豆腐 130g,17.8,3,https://img30.360buyimg.com/n1//jfs/t1/67133/22/11078/100571/5d881bcfEb988cbd0/8b8c2e1abc53dbda.jpg,火锅类,肉蛋家禽
