商品名称,价格(单位:元),月销量,图片,二级类目,一级类目
美汁源 果粒橙饮料 1.25L（新旧规格随机发货）,6.5,44,https://img30.360buyimg.com/n1//jfs/t1/71085/36/10563/72488/5d8047e0E055ce093/29d284cbbb4b62e1.jpg,果汁,水饮冲调
美汁源 果粒橙箱装橙汁饮料 12*300ml,21.8,26,https://img30.360buyimg.com/n1//jfs/t1/62461/24/10523/166230/5d8047f7E23b7039a/d81f472b27113901.jpg,果汁,水饮冲调
美汁源 百香果柠檬复合果汁饮料 420ml,3.3,28,https://img30.360buyimg.com/n1//jfs/t1/72304/24/10453/87902/5d804822E9d2284c0/b51c71e9e361fa5e.jpg,果汁,水饮冲调
农夫山泉 30%混合果蔬汁饮料 1.8L*2,18.8,24,https://img30.360buyimg.com/n1//jfs/t1/72465/2/10621/186591/5d80481eE12193433/6ff02e2a8d7dabc7.jpg,果汁,水饮冲调
my sweet drink 希腊进口 复原橙汁 1L,9.9,30,https://img30.360buyimg.com/n1//jfs/t1/69656/14/10017/97259/5d78abb2E53b21a67/f703ca230132596e.jpg,果汁,水饮冲调
my sweet drink 希腊进口 复原菠萝汁 1L,9.9,26,https://img30.360buyimg.com/n1//jfs/t1/44595/12/11040/95120/5d78abb2E98bd28f3/dc79dd74e8b0db82.jpg,果汁,水饮冲调
汇源 100%葡萄汁 1L,14.9,23,https://img30.360buyimg.com/n1//jfs/t1/50008/8/108/108078/5cd2928bEdf75b116/376a302599e8e555.jpg,果汁,水饮冲调
味全 每日C橙汁 300ml,5.9,30,https://img30.360buyimg.com/n1//jfs/t1/57989/15/9021/125817/5d67b848E0cf6d882/95587986d6719a9a.jpg,果汁,水饮冲调
NFC 100%鲜果冷压榨 苹果香蕉汁 300ml,6.6,11,https://img30.360buyimg.com/n1//jfs/t1/75995/1/10386/51927/5d8047e6E9e124543/f84dc3c940d586da.jpg,果汁,水饮冲调
my sweet drink 希腊进口 葡萄苹果石榴复合果汁 1L,9.9,18,https://img30.360buyimg.com/n1//jfs/t1/64747/22/9957/106231/5d78abb1E0d9357de/badf5c0b48adf619.jpg,果汁,水饮冲调
my sweet drink 希腊进口 蓝莓黑加仑蔓越莓复合果汁饮料 1L,9.9,16,https://img30.360buyimg.com/n1//jfs/t1/46085/38/10281/82258/5d78abb0Ed879d5a1/bf3d23b35682e7a3.jpg,果汁,水饮冲调
农夫山泉 NFC橙汁 900ml,18.5,15,https://img30.360buyimg.com/n1//jfs/t1/77944/20/8597/65096/5d8047fdEdf3e2d89/6addb44385c862b7.jpg,果汁,水饮冲调
Capri-Sun/果倍爽 橙汁饮料 330ml,5.8,13,https://img30.360buyimg.com/n1//jfs/t1/29440/13/6042/107618/5c46b2bdEf166dba3/7c66039a72d0462f.jpg,果汁,水饮冲调
农夫山泉 水溶C100西柚汁饮料 445ml,4.5,20,https://img30.360buyimg.com/n1//jfs/t1/41994/2/15188/42411/5d8047d9Ef8926665/84bf1600da3f6c8d.jpg,果汁,水饮冲调
惠宜 柠檬茶（果味茶饮料） 250ml*6,9.9,1,https://img30.360buyimg.com/n1//jfs/t1/64790/21/11406/129711/5d8b2a77Eefc80695/80b50a564577c8bb.jpg,果汁,水饮冲调
惠宜 桃复合果汁 1L,8.8,1,https://img30.360buyimg.com/n1//jfs/t1/36166/39/2634/63117/5cb6901dE2d9bf211/230564b9d55e4dfc.jpg,果汁,水饮冲调
惠宜 100%葡萄汁 1L（新旧包装，随机发货）,8.8,1,https://img30.360buyimg.com/n1//jfs/t1/11207/6/12349/79566/5c8efbc7Ee120d021/e3589862914b4e9f.jpg,果汁,水饮冲调
统一 鲜橙多橙汁饮料 250ml*6盒,5.9,7,https://img30.360buyimg.com/n1//jfs/t1/81679/29/8494/164471/5d661335E589ea026/9083594b16e08805.jpg,果汁,水饮冲调
壹品 芒果汁饮料 255ml*4,19.9,1,https://img30.360buyimg.com/n1//jfs/t1/59057/2/11701/124441/5d89913eE695b5a8b/5869ba322b7c7f55.jpg,果汁,水饮冲调
壹品 猕猴桃果汁饮料 255ml*4,19.9,4,https://img30.360buyimg.com/n1//jfs/t1/62432/13/11393/92146/5d89913aE21bb8ac9/66caa5581f8fb6ae.jpg,果汁,水饮冲调
壹品 橙汁饮料 255ml*4,19.9,5,https://img30.360buyimg.com/n1//jfs/t1/75052/14/11022/119779/5d899141E0abd8d1f/56ecd40152c1b5f5.jpg,果汁,水饮冲调
壹品 树莓蓝莓混合果汁饮料 255ml*4,19.9,3,https://img30.360buyimg.com/n1//jfs/t1/64446/27/11201/101368/5d899142E38801a84/71ac2747159dd336.jpg,果汁,水饮冲调
酷椰屿 泰国进口 椰子水饮料 1L,14.8,4,https://img30.360buyimg.com/n1//jfs/t1/61993/28/9928/65042/5d78abacEe15782d8/eddda3fd37f2ba6a.jpg,果汁,水饮冲调
惠宜 原味苹果醋饮料 310ml*6,19.8,4,https://img30.360buyimg.com/n1//jfs/t1/17235/13/6778/90982/5c6138c8Eb68de99c/66813082c848b2ad.jpg,果汁,水饮冲调
惠宜 山楂汁饮料 260ml,3.2,1,https://img30.360buyimg.com/n1//jfs/t1/55815/6/4835/78215/5d27f9aeE864c4a09/1a5e52fcf302c162.jpg,果汁,水饮冲调
美汁源 果粒橙汁饮料 1.8l,8.6,1,https://img30.360buyimg.com/n1//jfs/t1/74779/5/10494/79569/5d8047e4E6e6197b4/438b9cd60e75ba19.jpg,果汁,水饮冲调
惠宜 橙汁饮料 260ml,3.2,1,https://img30.360buyimg.com/n1//jfs/t1/60847/13/2064/89198/5d07394eE6fc8557f/854ba15c638cfe38.jpg,果汁,水饮冲调
汇源 桃汁 1L,13.2,7,https://img30.360buyimg.com/n1//jfs/t1/21463/6/6010/93266/5c46b286E6bd85708/158d0be86c5c7397.jpg,果汁,水饮冲调
信远斋 桂花酸梅汤饮料 300ml,5.5,10,https://img30.360buyimg.com/n1//jfs/t1/23355/26/6043/133032/5c46b28fE88b62556/75bfe0556e93ff14.jpg,果汁,水饮冲调
商品名称,价格(单位:元),月销量,图片,二级类目,一级类目
百事可乐 可乐型汽水 2L,5.9,113,https://img30.360buyimg.com/n1//jfs/t1/21150/10/3154/59803/5c2492ceEa86da182/a29d342531d277f9.jpg,汽水,水饮冲调
雪碧 零卡柠檬味汽水 500ml,2.9,118,https://img30.360buyimg.com/n1//jfs/t1/48009/32/11087/43810/5d804810E1170c3da/b821feed9b194425.jpg,汽水,水饮冲调
芬达 橙味碳酸汽水 330ml*6罐,9.8,53,https://img30.360buyimg.com/n1//jfs/t1/47074/14/11121/91256/5d804801E6244d0df/4e6c6c047fc48859.jpg,汽水,水饮冲调
百事可乐 可乐型汽水 500ml,2.5,69,https://img30.360buyimg.com/n1//jfs/t1/62683/25/6096/50064/5d42d79bEbbc53d5e/088d5043e8debe70.jpg,汽水,水饮冲调
可口可乐 畅爽碳酸汽水饮料 330ml*6罐,9.8,218,https://img30.360buyimg.com/n1//jfs/t1/7175/25/10910/93764/5c2492a8Edb4b97c7/558728d94b534d5f.jpg,汽水,水饮冲调
雪碧 清爽柠檬味汽水 330ml*6罐,9.8,87,https://img30.360buyimg.com/n1//jfs/t1/74215/22/10569/98057/5d8047eeE7e7aa07b/82f793b72324ddd6.jpg,汽水,水饮冲调
雪碧 清爽柠檬味汽水 2L,5.8,77,https://img30.360buyimg.com/n1//jfs/t1/82242/40/10475/47521/5d8047eeE1f63eda0/fa7fa7582e9cbddd.jpg,汽水,水饮冲调
可口可乐 碳酸汽水饮料 2L,5.8,152,https://img30.360buyimg.com/n1//jfs/t1/8677/6/10608/45479/5c2492a0E88cd4611/65abede07f74a2bf.jpg,汽水,水饮冲调
百事可乐 可乐型汽水六听装 330ml*6,9.8,69,https://img30.360buyimg.com/n1//jfs/t1/39381/36/8486/87081/5cf8c7f1E4a583c5e/31d63ff4e03108a9.jpg,汽水,水饮冲调
可口可乐 迷你瓶碳酸汽水饮料 300ml*12瓶,16.5,96,https://img30.360buyimg.com/n1//jfs/t1/8162/37/10565/98989/5c249219Ef241bf98/e0f8e0f7135189d8.jpg,汽水,水饮冲调
屈臣氏 苏打汽水听装组合 330ml*4,15.5,64,https://img30.360buyimg.com/n1//jfs/t1/42676/26/15293/119197/5d8047d8E8c425d6f/9bba720789b48fa8.jpg,汽水,水饮冲调
农夫山泉 碳酸咖啡风味饮料 360ml,5.6,49,https://img30.360buyimg.com/n1//jfs/t1/70845/10/10729/49429/5d804828Ec0747432/40cb885ce9b9f717.jpg,汽水,水饮冲调
可口可乐 零度迷你装碳酸汽水 300ml*12瓶,25.8,39,https://img30.360buyimg.com/n1//jfs/t1/19886/27/3185/76878/5c2492ffE5a6ca9ad/a9d415f165deb16a.jpg,汽水,水饮冲调
可口可乐 碳酸汽水饮料 500ml,2.9,38,https://img30.360buyimg.com/n1//jfs/t1/21604/20/3107/45007/5c2492afE02f10d91/d28ea17bf18a0aef.jpg,汽水,水饮冲调
可口可乐 汽水 迷你罐 200ml*12,19.8,26,https://img30.360buyimg.com/n1//jfs/t1/56928/13/11040/74889/5d80481eEdbd660c5/987368176ed44919.jpg,汽水,水饮冲调
康师傅 冰红茶（柠檬口味茶饮品） 2L,6.2,24,https://img30.360buyimg.com/n1//jfs/t1/14071/24/2881/112665/5c21c8beE4538bc63/24f6842ca3844183.jpg,汽水,水饮冲调
雪碧 纤维+汽水零糖 500ml,4.8,28,https://img30.360buyimg.com/n1//jfs/t1/58964/7/10886/43312/5d80480dEa229016e/f3663b247df5694f.jpg,汽水,水饮冲调
Sprite/雪碧 清爽柠檬味汽水 3600ml(300ml*12),15.8,22,https://img30.360buyimg.com/n1//jfs/t1/63608/26/10376/142657/5d8047f7E797e5e96/85daf63068a82410.jpg,汽水,水饮冲调
可口可乐 雪碧+果粒橙双提 1.25L*2,9.9,22,https://img30.360buyimg.com/n1//jfs/t1/71983/26/10507/102867/5d8047eeEca5afe30/767239e757813844.jpg,汽水,水饮冲调
Watson's/屈臣氏 苏打汽水 箱装 330ml*12,41.8,14,https://img30.360buyimg.com/n1//jfs/t1/42854/3/15141/113380/5d8047beEeb5d47d6/d07dfcb575862342.jpg,汽水,水饮冲调
惠宜 菠萝味葡萄糖盐汽水 500ml*6,6,6,https://img30.360buyimg.com/n1//jfs/t1/30648/26/10868/72470/5cb3e3f3E80cf4980/063d03b398e207f9.jpg,汽水,水饮冲调
康师傅 冰糖雪梨 250ml*15,15.9,5,https://img30.360buyimg.com/n1//jfs/t1/78750/34/1058/168293/5cf5186dE34157ca5/fc558a6eb15cfb2a.jpg,汽水,水饮冲调
雪碧 清爽柠檬味汽水迷你罐 200ml*12,19.8,7,https://img30.360buyimg.com/n1//jfs/t1/49667/5/11122/68073/5d80481dE027f5623/80c786839ceae9db.jpg,汽水,水饮冲调
雪碧 清爽柠檬味汽水 1.25L,5.3,6,https://img30.360buyimg.com/n1//jfs/t1/76352/31/10563/55517/5d8047fdE604dda4f/d82f459a0ee81442.jpg,汽水,水饮冲调
芬达 橙味汽水 2L,5.8,10,https://img30.360buyimg.com/n1//jfs/t1/8462/30/10743/94297/5c249240Eb44a14d3/a00cb3aafe598a5b.jpg,汽水,水饮冲调
美年达 橙味汽水六听装 330ml*6,9.8,14,https://img30.360buyimg.com/n1//jfs/t1/25275/31/3159/130149/5c249270Ec21305bc/59a48ae789604de8.jpg,汽水,水饮冲调
七喜 冰爽柠檬味汽水 1.08L(330ml*6罐),9.8,1,https://img30.360buyimg.com/n1//jfs/t1/20801/8/3170/106945/5c249265E63ba5d8f/25506b43cd1b0d84.jpg,汽水,水饮冲调
可口可乐 可乐味汽水 1.25L+美汁源橙汁 1.25L,9.9,10,https://img30.360buyimg.com/n1//jfs/t1/19310/14/3173/102833/5c24925cE62b313aa/05eaad7cd733be09.jpg,汽水,水饮冲调
七喜 冰爽柠檬味汽水 3.96L（330ml*12瓶）,15.8,7,https://img30.360buyimg.com/n1//jfs/t1/58842/37/10144/86456/5d75e839E2d346a07/1e3c5f859a57c979.jpg,汽水,水饮冲调
Great Value/惠宜 柠檬味葡萄糖盐汽水 500ml*6,9.8,3,https://img30.360buyimg.com/n1//jfs/t1/11695/15/3989/78544/5c24926cE0e94d715/d12444423494ab8c.jpg,汽水,水饮冲调
惠宜 芒果汁饮料 260ml,3.2,1,https://img30.360buyimg.com/n1//jfs/t1/78627/7/5257/62409/5d3684cbEdd0e8e68/eb921bac3190d58d.jpg,汽水,水饮冲调
当西蒙 西班牙进口 气泡红葡萄汁碳酸饮料 750ml,17.8,1,https://img30.360buyimg.com/n1//jfs/t1/76396/10/1314/50981/5cf8c88bEe4dec021/fc1aa2954412de7f.jpg,汽水,水饮冲调
Great Value/惠宜 原味葡萄糖盐汽水 500ml*6,9.8,1,https://img30.360buyimg.com/n1//jfs/t1/18927/5/3071/78310/5c24926aEd9efa9d9/a9f7be9008cc779c.jpg,汽水,水饮冲调
商品名称,价格(单位:元),月销量,图片,二级类目,一级类目
康师傅 冰红茶柠檬口味茶饮品 1L*3,9.9,140,https://img30.360buyimg.com/n1//jfs/t1/43489/26/13105/213554/5d65285dEc0b52a1d/ad59d29c04cb459f.jpg,茶饮,水饮冲调
康师傅 冰红茶柠檬口味茶饮品 500ml*4,9.9,26,https://img30.360buyimg.com/n1//jfs/t1/31766/15/1119/165120/5c46b3fbE3a6fe7b9/b4498ac6d07dbcac.jpg,茶饮,水饮冲调
惠宜 冰红茶饮料 250ml,1,174,https://img30.360buyimg.com/n1//jfs/t1/17510/12/2987/135071/5c233e19E2288840a/bbc06efc60557c24.jpg,茶饮,水饮冲调
统一 奶茶（阿萨姆奶茶） 500ml/瓶,3.7,115,https://img30.360buyimg.com/n1//jfs/t1/16970/7/5921/64978/5c46bb76E6ab10d0c/9719ad8e40902b3b.jpg,茶饮,水饮冲调
农夫山泉 茶π果味茶饮料蜜桃乌龙茶 900ml,5.6,38,https://img30.360buyimg.com/n1//jfs/t1/74992/15/10575/44665/5d80482aE8a6474e2/86ae86714fe62353.jpg,茶饮,水饮冲调
统一 冰红茶柠檬味饮料 2L,5.7,26,https://img30.360buyimg.com/n1//jfs/t1/40322/17/8608/108318/5cffab2bEabbbe922/ea1bcb50b4a63e69.jpg,茶饮,水饮冲调
ViTa/维他  柠檬茶饮料 500ml,4.5,43,https://img30.360buyimg.com/n1//jfs/t1/24937/7/10375/94757/5c878461E81b17fed/b8182ededf1637f1.jpg,茶饮,水饮冲调
农夫山泉 茶π蜜桃乌龙茶 500ml 新旧包装随机配送,4,38,https://img30.360buyimg.com/n1//jfs/t1/54000/29/11048/74393/5d8047d9E2458520d/bc71bd06451fba5a.jpg,茶饮,水饮冲调
王老吉 凉茶 250ml*6,9.9,38,https://img30.360buyimg.com/n1//jfs/t1/23381/22/12669/248289/5c98c37eEd54891b0/cf44d6a9baea8442.jpg,茶饮,水饮冲调
维他 柠檬茶（柠檬味茶饮料）250ml*16,36,22,https://img30.360buyimg.com/n1//jfs/t1/51444/30/11009/161674/5d8047c8E57b866a0/c0e531219487d8f6.jpg,茶饮,水饮冲调
农夫山泉 茶π柠檬红茶 900ml,5.6,20,https://img30.360buyimg.com/n1//jfs/t1/58862/37/10804/48105/5d804828Ef0ce5e37/44463b97c65c119f.jpg,茶饮,水饮冲调
维他 低糖柠檬茶（柠檬味茶饮料）250ml*16盒,36,18,https://img30.360buyimg.com/n1//jfs/t1/57316/1/10970/186225/5d8047e9E5e7e7875/9257ba27191cf7f6.jpg,茶饮,水饮冲调
维他 低糖柠檬茶饮料(柠檬味) 250ml*6,13.5,18,https://img30.360buyimg.com/n1//jfs/t1/78782/12/10014/188187/5d78b50aEb58b7051/3a2c6337bacd08c0.jpg,茶饮,水饮冲调
ViTa/维他 柠檬味茶饮料 250ml*6盒,13.5,17,https://img30.360buyimg.com/n1//jfs/t1/20301/32/11836/180623/5c9355b2Ee5dd8215/3adbadc53e58b226.jpg,茶饮,水饮冲调
康师傅 绿茶 调味茶饮品（蜂蜜茉莉味） 500ml*4,9.9,7,https://img30.360buyimg.com/n1//jfs/t1/30051/17/11251/174679/5cb6901fE36a81cad/e3c896b8a15e6733.jpg,茶饮,水饮冲调
加多宝 凉茶植物饮料 310ml*12,38.5,6,https://img30.360buyimg.com/n1//jfs/t1/30456/14/1156/215838/5c46b3ceE149e86f6/f8a2240442d8c01c.jpg,茶饮,水饮冲调
香飘飘 金桔柠檬蜜谷果汁茶 400ml,5,6,https://img30.360buyimg.com/n1//jfs/t1/18917/29/2764/93123/5c208218E75937b87/2ed1ceb0704956a8.jpg,茶饮,水饮冲调
康师傅 茉莉清茶（调味茶饮品） 500ml,3,3,https://img30.360buyimg.com/n1//jfs/t1/75563/12/1697/92025/5cffabdbE0eb21f51/aeaa12b84dbc1421.jpg,茶饮,水饮冲调
王老吉 红罐凉茶植物饮料 310ml*6,22.5,7,https://img30.360buyimg.com/n1//jfs/t1/23550/33/12534/155552/5c98c37dEb389e989/e4572ffcbfb3b1d1.jpg,茶饮,水饮冲调
维他 柠檬茶（柠檬味茶饮料） 310ml*6,18.3,3,https://img30.360buyimg.com/n1//jfs/t1/51776/3/7706/157535/5d5b9ad4Eec4f42a0/6382f1a7fc7708be.jpg,茶饮,水饮冲调
加多宝 凉茶（植物饮料） 310ml*6 新旧包装随机发货,20.5,4,https://img30.360buyimg.com/n1//jfs/t1/45592/40/6561/148905/5d42c1c2E47633cc2/6bc56ba07d8b6557.jpg,茶饮,水饮冲调
统一 绿茶 茉莉味茶饮料 500ml,3,2,https://img30.360buyimg.com/n1//jfs/t27016/221/2361027155/134014/7ce34648/5bfdfaf6N78c1cf73.jpg,茶饮,水饮冲调
小茗同学 青柠红茶 果味茶饮料 480ml,4.6,10,https://img30.360buyimg.com/n1//jfs/t3220/204/685199414/58088/8baed943/57bcf2d3N618f72d4.jpg,茶饮,水饮冲调
王老吉 凉茶 250ml*16包,31,1,https://img30.360buyimg.com/n1//jfs/t1/24264/33/12535/297347/5c98c37eEb0d9ac99/fa1248905fec8aae.jpg,茶饮,水饮冲调
统一 冰红茶 柠檬味茶饮料 500ml,2.8,5,https://img30.360buyimg.com/n1//jfs/t26293/30/958280529/80192/3c1302ae/5bbd7823Ne358934a.jpg,茶饮,水饮冲调
农夫山泉 茶π西柚茉莉花茶 500ml,4.1,9,https://img30.360buyimg.com/n1//jfs/t1/41311/18/15109/66294/5d8047d9E34025a26/21fc00b3a51f997e.jpg,茶饮,水饮冲调
统一 小茗同学冷泡超桔乌龙茶 480ml,4.8,2,https://img30.360buyimg.com/n1//jfs/t1/14906/30/6019/77755/5c46b3f8E41247e2d/96ae4743a0d476bb.jpg,茶饮,水饮冲调
五粮液 五粮神珍藏白酒 52%vol 500ml,99.8,0,https://img30.360buyimg.com/n1//jfs/t1/58922/24/7561/101043/5d55043fEa90a8bff/68841ff55abd4460.jpg,茶饮,水饮冲调
高端酒-杏花村 20年青花汾酒清香型白酒 53%vol 500ml,598,0,https://img30.360buyimg.com/n1//jfs/t1/72993/6/11317/75943/5d8ae273E5821bde1/3619cf336319665a.jpg,茶饮,水饮冲调
舍得 浓香型白酒 52%vol 500ml,573.5,0,https://img30.360buyimg.com/n1//jfs/t1/44762/17/7821/80570/5d550545E794f2205/e00de3bee4e37a91.jpg,茶饮,水饮冲调
商品名称,价格(单位:元),月销量,图片,二级类目,一级类目
永和豆浆 甜豆浆粉速溶豆粉 720g(24包),24.8,58,https://img30.360buyimg.com/n1//jfs/t1/63988/10/1622/147537/5cffab0eE4a72630b/2c781d9d6bd6d5e2.jpg,冲调饮品,水饮冲调
西麦 即食燕麦片 1.98kg,29.8,49,https://img30.360buyimg.com/n1//jfs/t1/57278/18/2126/173172/5cffab49E8f8a8a77/38871538e7667d90.jpg,冲调饮品,水饮冲调
桂格（QUAKER） 即食燕麦片 经典原味 1.85kg,26.8,35,https://img30.360buyimg.com/n1//jfs/t1/76851/19/7688/137960/5d5b934aEf8be944a/90303b211e9de546.jpg,冲调饮品,水饮冲调
南方黑芝麻 黑芝麻糊 560g（14小袋）,19.8,65,https://img30.360buyimg.com/n1//jfs/t1/34627/16/2057/177997/5cb541c2Ee121fa54/0f342258859583d6.jpg,冲调饮品,水饮冲调
雀巢 全脂高钙奶粉400g/袋 新老包装随机发货,32.5,69,https://img30.360buyimg.com/n1//jfs/t1/61687/17/12622/290959/5d9ea56bE65ba07ed/e00f0248aae63f12.jpg,冲调饮品,水饮冲调
Anchor/安佳 新西兰进口 脱脂乳粉 400g,29.8,39,https://img30.360buyimg.com/n1//jfs/t1/74294/39/9160/112911/5d6fb8c1E7b142098/1244f1b084db174c.jpg,冲调饮品,水饮冲调
卡乐比 日本进口 混合麦片 500g,29.8,30,https://img30.360buyimg.com/n1//jfs/t1/41844/35/6334/169528/5cffab58E9ab08162/ef13cd8d39f92bc3.jpg,冲调饮品,水饮冲调
雀巢 怡运脱脂高钙奶粉（调制乳粉） 400g（16*25g）,32.5,26,https://img30.360buyimg.com/n1//jfs/t1/58671/19/8140/166434/5d5cf200E3509e82d/36a8030b92c5f09c.jpg,冲调饮品,水饮冲调
香飘飘红豆奶茶64g/杯,5.2,24,https://img30.360buyimg.com/n1//jfs/t26308/67/972580056/291883/8eee9212/5bbdaefeNa2d330a2.png,冲调饮品,水饮冲调
雀巢 1+2特浓即溶咖啡饮品 390g(30条*13g),39.8,21,https://img30.360buyimg.com/n1//jfs/t1/74267/6/7785/144088/5d5cf374E7937fa7c/e96438ad9ce51c64.jpg,冲调饮品,水饮冲调
雀巢 1+2原味即溶咖啡饮品 630g(42条*15g),43.5,24,https://img30.360buyimg.com/n1//jfs/t1/67446/24/7916/147311/5d5cf374Edf9baaf2/b42fcc582ae89ffd.jpg,冲调饮品,水饮冲调
立顿 黄牌精选红茶 50g（25包）,11.9,19,https://img30.360buyimg.com/n1//jfs/t1/79020/6/4804/69669/5d2f21d3Ead3ada4a/3883fefdec2aca89.jpg,冲调饮品,水饮冲调
桂格 银耳高钙滋养燕麦片低糖 480g（40g*12）,15,1,https://img30.360buyimg.com/n1//jfs/t1/55550/21/6163/164230/5d3c6408Ee3ddd720/2ec9126a22e112e6.jpg,冲调饮品,水饮冲调
雀巢（Nestle） 582g咖啡即溶咖啡饮品 231g 新旧包装随机发送,29.8,14,https://img30.360buyimg.com/n1//jfs/t1/73077/38/7855/175003/5d5cf375Eb56a8a22/023f7ab761b5ea7d.jpg,冲调饮品,水饮冲调
雀巢咖啡 1+2原味微研磨即溶咖啡饮品 900g（60条*15g）（新旧包装，随机发货）,70,14,https://img30.360buyimg.com/n1//jfs/t1/74961/7/7898/118508/5d5cf374E45233aae/e94dab71b956ef8e.jpg,冲调饮品,水饮冲调
雀巢（Nestle） 怡养健心金装2合1配方奶粉 800g,154.5,11,https://img30.360buyimg.com/n1//jfs/t28306/52/1492439497/132008/fb02ef57/5ce28502Nd6811f6b.jpg,冲调饮品,水饮冲调
